Country,Education,Experience,Age,Salary
Germany,Post grad,4.0,25-34 years old,86478.0
Poland,Master’s degree,4.0,25-34 years old,28860.0
France,Master’s degree,6.0,25-34 years old,48644.0
India,Bachelor’s degree,1.0,18-24 years old,12564.0
India,Bachelor’s degree,5.0,25-34 years old,22758.0
India,Bachelor’s degree,6.0,25-34 years old,16752.0
India,Master’s degree,1.0,25-34 years old,15358.0
Germany,Master’s degree,15.0,35-44 years old,68102.0
United States,Post grad,5.0,25-34 years old,60000.0
United Kingdom,Bachelor’s degree,10.0,25-34 years old,129259.0
United Kingdom,Bachelor’s degree,2.0,18-24 years old,64630.0
United Kingdom,Bachelor’s degree,2.0,25-34 years old,45241.0
Germany,Post grad,3.0,25-34 years old,70264.0
United Kingdom,Less than a Bachelors,32.0,65 years or older,171012.0
Germany,Master’s degree,15.0,35-44 years old,97288.0
India,Bachelor’s degree,5.0,25-34 years old,53055.0
Netherlands,Bachelor’s degree,15.0,45-54 years old,93408.0
Germany,Master’s degree,8.0,25-34 years old,39996.0
Spain,Master’s degree,21.0,55-64 years old,25944.0
United Kingdom,Master’s degree,6.0,25-34 years old,116333.0
United Kingdom,Master’s degree,5.0,25-34 years old,59459.0
Netherlands,Master’s degree,30.0,55-64 years old,116748.0
United States,Master’s degree,8.0,25-34 years old,120000.0
Spain,Less than a Bachelors,10.0,35-44 years old,39996.0
Spain,Master’s degree,4.0,25-34 years old,32429.0
United States,Bachelor’s degree,29.0,45-54 years old,155000.0
Germany,Less than a Bachelors,30.0,45-54 years old,64859.0
United Kingdom,Post grad,3.0,25-34 years old,48472.0
France,Post grad,8.0,25-34 years old,37834.0
Canada,Master’s degree,22.0,45-54 years old,89245.0
Brazil,Bachelor’s degree,2.0,25-34 years old,21996.0
United States,Bachelor’s degree,29.0,45-54 years old,280000.0
Australia,Bachelor’s degree,7.0,35-44 years old,90193.0
United States,Master’s degree,10.0,45-54 years old,78000.0
United States,Bachelor’s degree,24.0,45-54 years old,80000.0
Spain,Post grad,6.0,25-34 years old,74047.0
Brazil,Less than a Bachelors,2.0,18-24 years old,11820.0
United States,Less than a Bachelors,12.0,25-34 years old,60000.0
Canada,Bachelor’s degree,16.0,35-44 years old,136140.0
Canada,Less than a Bachelors,25.0,45-54 years old,64287.0
United States,Master’s degree,9.0,25-34 years old,190000.0
Brazil,Bachelor’s degree,5.0,25-34 years old,16488.0
United States,Less than a Bachelors,9.0,25-34 years old,85000.0
Brazil,Master’s degree,6.0,25-34 years old,41691.0
United Kingdom,Less than a Bachelors,5.0,25-34 years old,64630.0
United States,Master’s degree,14.0,25-34 years old,108275.0
United States,Master’s degree,10.0,35-44 years old,187000.0
Italy,Less than a Bachelors,4.0,25-34 years old,32429.0
United States,Master’s degree,10.0,25-34 years old,120000.0
United States,Bachelor’s degree,1.0,18-24 years old,56500.0
Australia,Less than a Bachelors,10.0,45-54 years old,90193.0
Germany,Post grad,23.0,45-54 years old,81074.0
United States,Bachelor’s degree,3.0,18-24 years old,65000.0
United Kingdom,Master’s degree,19.0,35-44 years old,116333.0
Netherlands,Master’s degree,0.5,18-24 years old,55130.0
United Kingdom,Master’s degree,9.0,25-34 years old,72385.0
United States,Bachelor’s degree,37.0,55-64 years old,180000.0
United States,Less than a Bachelors,31.0,55-64 years old,105000.0
United States,Less than a Bachelors,20.0,35-44 years old,90000.0
United States,Master’s degree,3.0,25-34 years old,91500.0
United States,Bachelor’s degree,8.0,45-54 years old,62000.0
Germany,Master’s degree,12.0,25-34 years old,81074.0
Netherlands,Master’s degree,8.0,25-34 years old,38916.0
United States,Bachelor’s degree,2.0,25-34 years old,100000.0
Spain,Master’s degree,1.0,35-44 years old,22701.0
Italy,Master’s degree,30.0,45-54 years old,77832.0
United Kingdom,Less than a Bachelors,15.0,35-44 years old,71093.0
United States,Bachelor’s degree,12.0,25-34 years old,85000.0
United States,Master’s degree,2.0,18-24 years old,66000.0
Canada,Master’s degree,3.0,25-34 years old,105884.0
Brazil,Post grad,6.0,25-34 years old,28634.0
United States,Less than a Bachelors,25.0,55-64 years old,130000.0
United States,Less than a Bachelors,4.0,45-54 years old,62000.0
Netherlands,Post grad,0.5,18-24 years old,38916.0
United States,Bachelor’s degree,48.0,65 years or older,100000.0
Germany,Post grad,5.0,35-44 years old,60535.0
United States,Less than a Bachelors,29.0,45-54 years old,120000.0
France,Master’s degree,3.0,25-34 years old,56211.0
United States,Master’s degree,22.0,45-54 years old,182000.0
United States,Bachelor’s degree,30.0,45-54 years old,222000.0
United Kingdom,Bachelor’s degree,2.0,18-24 years old,38778.0
India,Bachelor’s degree,2.0,18-24 years old,13956.0
Poland,Master’s degree,5.0,25-34 years old,27336.0
United States,Bachelor’s degree,20.0,45-54 years old,130000.0
United Kingdom,Master’s degree,6.0,25-34 years old,84019.0
United States,Master’s degree,25.0,45-54 years old,173000.0
Netherlands,Master’s degree,8.0,25-34 years old,108098.0
United Kingdom,Bachelor’s degree,15.0,35-44 years old,74970.0
United States,Bachelor’s degree,4.0,25-34 years old,72000.0
United States,Master’s degree,21.0,45-54 years old,265000.0
Italy,Bachelor’s degree,4.0,25-34 years old,32429.0
United States,Post grad,5.0,35-44 years old,76000.0
United States,Bachelor’s degree,4.0,25-34 years old,59820.0
United States,Less than a Bachelors,30.0,45-54 years old,150000.0
Brazil,Master’s degree,32.0,45-54 years old,74220.0
Germany,Master’s degree,15.0,35-44 years old,68362.0
Brazil,Master’s degree,20.0,35-44 years old,68724.0
United States,Bachelor’s degree,4.0,25-34 years old,85000.0
United States,Master’s degree,10.0,35-44 years old,100000.0
Germany,Less than a Bachelors,5.0,25-34 years old,43239.0
India,Bachelor’s degree,2.0,18-24 years old,11169.0
India,Master’s degree,4.0,25-34 years old,16752.0
United States,Post grad,17.0,35-44 years old,172000.0
India,Bachelor’s degree,3.0,18-24 years old,39876.0
United States,Bachelor’s degree,4.0,18-24 years old,88000.0
France,Master’s degree,5.0,25-34 years old,70264.0
United States,Master’s degree,4.0,25-34 years old,100000.0
United States,Less than a Bachelors,9.0,25-34 years old,110000.0
United States,Bachelor’s degree,3.0,18-24 years old,68000.0
United States,Bachelor’s degree,10.0,25-34 years old,160000.0
Canada,Master’s degree,3.0,25-34 years old,31764.0
United States,Bachelor’s degree,12.0,25-34 years old,165000.0
United States,Bachelor’s degree,13.0,35-44 years old,113000.0
United Kingdom,Post grad,10.0,25-34 years old,51704.0
United States,Bachelor’s degree,4.0,25-34 years old,64000.0
United States,Bachelor’s degree,1.0,18-24 years old,50000.0
Poland,Master’s degree,10.0,25-34 years old,27337.0
Poland,Master’s degree,22.0,45-54 years old,98719.0
United States,Post grad,15.0,35-44 years old,250000.0
United States,Bachelor’s degree,5.0,35-44 years old,10500.0
United States,Bachelor’s degree,8.0,25-34 years old,120000.0
Netherlands,Bachelor’s degree,10.0,25-34 years old,118908.0
United States,Post grad,4.0,25-34 years old,120000.0
Poland,Master’s degree,4.0,35-44 years old,42528.0
France,Post grad,21.0,35-44 years old,90804.0
Switzerland,Less than a Bachelors,26.0,45-54 years old,111814.0
United States,Less than a Bachelors,26.0,45-54 years old,112000.0
Spain,Master’s degree,30.0,55-64 years old,48644.0
United Kingdom,Master’s degree,5.0,25-34 years old,122796.0
United States,Bachelor’s degree,20.0,45-54 years old,120000.0
United States,Less than a Bachelors,3.0,35-44 years old,180000.0
United States,Bachelor’s degree,6.0,25-34 years old,215000.0
United States,Less than a Bachelors,25.0,45-54 years old,250000.0
United States,Master’s degree,7.0,25-34 years old,100000.0
Australia,Bachelor’s degree,6.0,25-34 years old,80172.0
United States,Less than a Bachelors,8.0,25-34 years old,170000.0
United States,Post grad,15.0,55-64 years old,170000.0
United States,Less than a Bachelors,3.0,18-24 years old,53760.0
United States,Master’s degree,5.0,25-34 years old,70000.0
United States,Bachelor’s degree,20.0,35-44 years old,86000.0
France,Master’s degree,7.0,25-34 years old,56211.0
United States,Bachelor’s degree,6.0,25-34 years old,86000.0
Germany,Master’s degree,25.0,35-44 years old,108098.0
Switzerland,Master’s degree,4.0,25-34 years old,258519.0
Spain,Master’s degree,17.0,35-44 years old,70264.0
United States,Post grad,3.0,35-44 years old,10000.0
Germany,Master’s degree,10.0,35-44 years old,64859.0
United Kingdom,Post grad,25.0,45-54 years old,129259.0
Australia,Master’s degree,12.0,35-44 years old,93533.0
Netherlands,Master’s degree,5.0,25-34 years old,71345.0
United States,Less than a Bachelors,22.0,35-44 years old,135000.0
United States,Post grad,20.0,35-44 years old,280000.0
United States,Master’s degree,30.0,35-44 years old,150000.0
Italy,Master’s degree,6.0,35-44 years old,25944.0
United Kingdom,Less than a Bachelors,8.0,25-34 years old,49119.0
United States,Bachelor’s degree,10.0,25-34 years old,165000.0
United States,Bachelor’s degree,10.0,45-54 years old,36000.0
Germany,Bachelor’s degree,24.0,35-44 years old,162147.0
Spain,Master’s degree,2.0,18-24 years old,27025.0
Switzerland,Bachelor’s degree,29.0,45-54 years old,203298.0
United Kingdom,Bachelor’s degree,21.0,35-44 years old,155111.0
India,Bachelor’s degree,4.0,25-34 years old,11449.0
United Kingdom,Less than a Bachelors,2.0,25-34 years old,41363.0
United States,Less than a Bachelors,15.0,35-44 years old,175000.0
Brazil,Less than a Bachelors,14.0,45-54 years old,14568.0
Poland,Post grad,20.0,35-44 years old,66828.0
Canada,Master’s degree,2.0,25-34 years old,37816.0
Netherlands,Post grad,37.0,45-54 years old,75669.0
India,Bachelor’s degree,3.0,25-34 years old,16754.0
United States,Master’s degree,20.0,45-54 years old,98000.0
United States,Master’s degree,8.0,25-34 years old,119000.0
United States,Master’s degree,21.0,35-44 years old,150000.0
United States,Post grad,9.0,25-34 years old,180000.0
United States,Master’s degree,11.0,35-44 years old,20000.0
Spain,Bachelor’s degree,0.5,18-24 years old,14053.0
France,Master’s degree,6.0,25-34 years old,91883.0
Netherlands,Master’s degree,15.0,25-34 years old,167552.0
United States,Post grad,7.0,25-34 years old,230000.0
United States,Bachelor’s degree,6.0,25-34 years old,280000.0
Australia,Less than a Bachelors,21.0,45-54 years old,76831.0
Canada,Less than a Bachelors,21.0,45-54 years old,79413.0
United States,Bachelor’s degree,5.0,25-34 years old,99000.0
United States,Less than a Bachelors,2.0,25-34 years old,102000.0
United States,Master’s degree,10.0,35-44 years old,195000.0
Australia,Master’s degree,3.0,35-44 years old,106895.0
United States,Less than a Bachelors,36.0,55-64 years old,140000.0
Germany,Post grad,26.0,45-54 years old,129720.0
United Kingdom,Post grad,9.0,25-34 years old,49119.0
India,Bachelor’s degree,4.0,25-34 years old,28622.0
Germany,Less than a Bachelors,30.0,45-54 years old,43239.0
Germany,Master’s degree,5.0,35-44 years old,86478.0
India,Master’s degree,4.0,25-34 years old,27923.0
United States,Post grad,40.0,65 years or older,50000.0
United Kingdom,Master’s degree,15.0,35-44 years old,155111.0
Spain,Master’s degree,3.0,25-34 years old,27025.0
India,Master’s degree,8.0,25-34 years old,13962.0
Spain,Master’s degree,18.0,45-54 years old,81074.0
France,Master’s degree,2.0,25-34 years old,18156.0
United States,Post grad,3.0,25-34 years old,120000.0
India,Less than a Bachelors,6.0,25-34 years old,25128.0
United Kingdom,Master’s degree,10.0,25-34 years old,119565.0
Germany,Post grad,30.0,55-64 years old,108098.0
Germany,Bachelor’s degree,7.0,25-34 years old,77831.0
United States,Master’s degree,10.0,35-44 years old,150000.0
Poland,Master’s degree,17.0,35-44 years old,76548.0
United States,Bachelor’s degree,12.0,25-34 years old,175000.0
United States,Master’s degree,37.0,45-54 years old,200000.0
Poland,Master’s degree,8.0,25-34 years old,56196.0
Poland,Master’s degree,27.0,35-44 years old,57708.0
United States,Less than a Bachelors,20.0,45-54 years old,100000.0
United States,Master’s degree,1.0,25-34 years old,74000.0
Brazil,Bachelor’s degree,9.0,25-34 years old,24744.0
Australia,Bachelor’s degree,5.0,25-34 years old,80172.0
United States,Less than a Bachelors,30.0,55-64 years old,130000.0
United States,Bachelor’s degree,24.0,45-54 years old,195000.0
United States,Less than a Bachelors,15.0,35-44 years old,135000.0
United States,Bachelor’s degree,6.0,35-44 years old,54000.0
Australia,Post grad,15.0,45-54 years old,87521.0
India,Bachelor’s degree,2.0,18-24 years old,11421.0
India,Master’s degree,17.0,35-44 years old,14244.0
Australia,Bachelor’s degree,0.5,18-24 years old,53448.0
United States,Post grad,6.0,25-34 years old,32500.0
India,Master’s degree,8.0,25-34 years old,30716.0
India,Bachelor’s degree,5.0,25-34 years old,29320.0
United States,Master’s degree,7.0,25-34 years old,105000.0
India,Master’s degree,4.0,25-34 years old,16754.0
Germany,Master’s degree,5.0,35-44 years old,51888.0
Netherlands,Master’s degree,5.0,25-34 years old,76560.0
Switzerland,Post grad,7.0,25-34 years old,83352.0
United States,Master’s degree,2.0,25-34 years old,50000.0
Netherlands,Master’s degree,2.0,25-34 years old,42158.0
United Kingdom,Post grad,4.0,35-44 years old,71093.0
India,Bachelor’s degree,2.0,18-24 years old,10122.0
Germany,Master’s degree,10.0,35-44 years old,81074.0
Switzerland,Master’s degree,10.0,25-34 years old,132143.0
India,Master’s degree,2.0,25-34 years old,11951.0
Spain,Master’s degree,5.0,25-34 years old,54049.0
United Kingdom,Master’s degree,5.0,25-34 years old,69800.0
France,Master’s degree,4.0,25-34 years old,42915.0
Germany,Master’s degree,6.0,25-34 years old,64860.0
Switzerland,Master’s degree,8.0,35-44 years old,142308.0
United States,Bachelor’s degree,2.0,18-24 years old,170000.0
Germany,Master’s degree,1.0,35-44 years old,97288.0
Italy,Master’s degree,5.0,25-34 years old,37834.0
Spain,Master’s degree,2.0,18-24 years old,17434.0
India,Bachelor’s degree,7.0,25-34 years old,22339.0
India,Bachelor’s degree,6.0,25-34 years old,36864.0
Netherlands,Master’s degree,9.0,25-34 years old,44100.0
Germany,Less than a Bachelors,20.0,35-44 years old,129720.0
United Kingdom,Master’s degree,1.0,25-34 years old,46533.0
India,Bachelor’s degree,5.0,25-34 years old,18150.0
United Kingdom,Post grad,9.0,25-34 years old,81433.0
Spain,Master’s degree,9.0,35-44 years old,51076.0
United States,Bachelor’s degree,20.0,35-44 years old,130000.0
India,Bachelor’s degree,6.0,25-34 years old,26527.0
United Kingdom,Master’s degree,5.0,25-34 years old,96945.0
Switzerland,Bachelor’s degree,3.0,25-34 years old,91488.0
Germany,Less than a Bachelors,18.0,35-44 years old,97288.0
United States,Post grad,10.0,25-34 years old,185000.0
United Kingdom,Bachelor’s degree,5.0,25-34 years old,68507.0
France,Post grad,7.0,25-34 years old,84316.0
United Kingdom,Post grad,16.0,35-44 years old,155111.0
Italy,Master’s degree,2.0,25-34 years old,70250.0
India,Bachelor’s degree,5.0,18-24 years old,25131.0
United States,Bachelor’s degree,3.0,35-44 years old,120000.0
Poland,Less than a Bachelors,4.0,35-44 years old,30372.0
United Kingdom,Master’s degree,10.0,35-44 years old,40542.0
Netherlands,Bachelor’s degree,8.0,25-34 years old,36972.0
France,Post grad,3.0,25-34 years old,22704.0
Italy,Master’s degree,6.0,25-34 years old,41077.0
France,Bachelor’s degree,11.0,25-34 years old,38915.0
Germany,Bachelor’s degree,4.0,18-24 years old,49296.0
Canada,Post grad,15.0,25-34 years old,81682.0
United States,Bachelor’s degree,18.0,35-44 years old,114000.0
United States,Post grad,1.0,25-34 years old,300000.0
Germany,Master’s degree,7.0,25-34 years old,51888.0
Germany,Master’s degree,10.0,35-44 years old,75669.0
United States,Bachelor’s degree,0.5,25-34 years old,80000.0
United States,Less than a Bachelors,22.0,35-44 years old,130000.0
Germany,Less than a Bachelors,5.0,35-44 years old,56211.0
United States,Bachelor’s degree,12.0,25-34 years old,180000.0
Spain,Post grad,6.0,35-44 years old,25944.0
United States,Less than a Bachelors,10.0,25-34 years old,110000.0
Australia,Bachelor’s degree,4.0,25-34 years old,70818.0
United States,Post grad,7.0,25-34 years old,155000.0
United States,Master’s degree,9.0,35-44 years old,122000.0
United States,Master’s degree,13.0,35-44 years old,102000.0
United States,Less than a Bachelors,18.0,35-44 years old,150000.0
United Kingdom,Post grad,9.0,35-44 years old,77556.0
Brazil,Master’s degree,3.0,35-44 years old,12096.0
United States,Bachelor’s degree,5.0,18-24 years old,81700.0
United States,Less than a Bachelors,23.0,45-54 years old,135000.0
United States,Bachelor’s degree,3.0,25-34 years old,83200.0
Brazil,Bachelor’s degree,4.0,25-34 years old,10992.0
United States,Less than a Bachelors,9.0,25-34 years old,135000.0
United States,Master’s degree,7.0,25-34 years old,85000.0
Brazil,Master’s degree,9.0,25-34 years old,229069.0
United States,Master’s degree,9.0,25-34 years old,275000.0
Brazil,Master’s degree,3.0,25-34 years old,35328.0
Germany,Master’s degree,0.5,35-44 years old,32172.0
United States,Master’s degree,13.0,35-44 years old,175000.0
United States,Master’s degree,6.0,25-34 years old,103690.0
United States,Master’s degree,5.0,25-34 years old,119000.0
United States,Bachelor’s degree,8.0,Prefer not to say,200000.0
Germany,Post grad,10.0,35-44 years old,89721.0
United States,Less than a Bachelors,11.0,25-34 years old,70000.0
United Kingdom,Less than a Bachelors,10.0,25-34 years old,129259.0
Switzerland,Post grad,10.0,35-44 years old,152473.0
United States,Bachelor’s degree,19.0,35-44 years old,156000.0
United States,Bachelor’s degree,17.0,35-44 years old,38400.0
Spain,Post grad,1.0,25-34 years old,88000.0
United Kingdom,Post grad,15.0,35-44 years old,71093.0
United Kingdom,Master’s degree,20.0,45-54 years old,226204.0
United Kingdom,Post grad,3.0,25-34 years old,86604.0
United States,Master’s degree,2.0,35-44 years old,85000.0
United States,Bachelor’s degree,2.0,25-34 years old,75000.0
Netherlands,Master’s degree,12.0,25-34 years old,25944.0
United States,Bachelor’s degree,20.0,45-54 years old,110000.0
United States,Bachelor’s degree,2.0,25-34 years old,60000.0
Australia,Bachelor’s degree,2.0,25-34 years old,86853.0
Canada,Bachelor’s degree,8.0,25-34 years old,71850.0
United States,Bachelor’s degree,3.0,25-34 years old,120000.0
India,Master’s degree,14.0,35-44 years old,100524.0
India,Bachelor’s degree,2.0,18-24 years old,13613.0
United States,Master’s degree,8.0,35-44 years old,125000.0
United States,Master’s degree,12.0,25-34 years old,150000.0
United States,Post grad,5.0,35-44 years old,155000.0
United States,Master’s degree,24.0,35-44 years old,250000.0
United States,Master’s degree,10.0,35-44 years old,120000.0
United Kingdom,Post grad,17.0,35-44 years old,59459.0
United States,Master’s degree,15.0,35-44 years old,160000.0
United States,Bachelor’s degree,3.0,18-24 years old,81000.0
United States,Master’s degree,5.0,25-34 years old,100000.0
Australia,Less than a Bachelors,33.0,45-54 years old,70150.0
Australia,Post grad,25.0,45-54 years old,60129.0
Germany,Post grad,19.0,35-44 years old,63564.0
India,Bachelor’s degree,1.0,18-24 years old,23735.0
France,Master’s degree,3.0,25-34 years old,32424.0
United Kingdom,Master’s degree,4.0,35-44 years old,41363.0
Switzerland,Post grad,7.0,25-34 years old,101649.0
India,Master’s degree,2.0,25-34 years old,33508.0
Switzerland,Bachelor’s degree,15.0,35-44 years old,93924.0
United Kingdom,Bachelor’s degree,9.0,35-44 years old,58167.0
Switzerland,Post grad,12.0,35-44 years old,73188.0
Germany,Post grad,7.0,25-34 years old,61616.0
Poland,Bachelor’s degree,1.0,18-24 years old,15192.0
United Kingdom,Post grad,17.0,35-44 years old,54289.0
United Kingdom,Master’s degree,19.0,35-44 years old,51704.0
Poland,Bachelor’s degree,13.0,25-34 years old,36000.0
United Kingdom,Post grad,12.0,25-34 years old,96945.0
Netherlands,Master’s degree,20.0,45-54 years old,81074.0
Germany,Master’s degree,10.0,25-34 years old,59454.0
Poland,Master’s degree,4.0,25-34 years old,37950.0
Germany,Master’s degree,11.0,25-34 years old,72426.0
Germany,Master’s degree,9.0,25-34 years old,72426.0
Netherlands,Master’s degree,17.0,35-44 years old,102693.0
France,Master’s degree,2.0,18-24 years old,37834.0
United States,Post grad,5.0,35-44 years old,120000.0
Germany,Post grad,6.0,25-34 years old,70264.0
France,Master’s degree,19.0,35-44 years old,86478.0
Germany,Master’s degree,8.0,25-34 years old,108100.0
Germany,Post grad,3.0,25-34 years old,91883.0
Netherlands,Master’s degree,10.0,35-44 years old,97288.0
United Kingdom,Post grad,11.0,25-34 years old,62820.0
Italy,Master’s degree,4.0,25-34 years old,73507.0
United States,Post grad,7.0,35-44 years old,92000.0
United States,Less than a Bachelors,2.0,18-24 years old,47000.0
Netherlands,Master’s degree,1.0,25-34 years old,32424.0
Poland,Master’s degree,3.0,25-34 years old,30372.0
Italy,Less than a Bachelors,12.0,25-34 years old,20112.0
United States,Post grad,2.0,25-34 years old,120000.0
United States,Bachelor’s degree,3.0,18-24 years old,140000.0
Poland,Master’s degree,1.0,25-34 years old,17616.0
India,Bachelor’s degree,15.0,35-44 years old,57243.0
Italy,Post grad,7.0,35-44 years old,36753.0
Australia,Master’s degree,3.0,25-34 years old,76831.0
France,Master’s degree,7.0,25-34 years old,43239.0
United Kingdom,Bachelor’s degree,11.0,35-44 years old,81433.0
United States,Master’s degree,15.0,35-44 years old,59000.0
Brazil,Less than a Bachelors,1.0,18-24 years old,10392.0
Italy,Master’s degree,0.5,25-34 years old,24000.0
France,Master’s degree,3.0,25-34 years old,48644.0
Netherlands,Master’s degree,21.0,45-54 years old,38916.0
Germany,Post grad,25.0,45-54 years old,81074.0
India,Master’s degree,10.0,25-34 years old,22339.0
Brazil,Bachelor’s degree,6.0,18-24 years old,27488.0
Italy,Post grad,4.0,25-34 years old,37834.0
United States,Post grad,15.0,35-44 years old,200000.0
France,Master’s degree,3.0,25-34 years old,43239.0
United States,Post grad,12.0,25-34 years old,300000.0
Spain,Bachelor’s degree,9.0,25-34 years old,41077.0
Brazil,Master’s degree,5.0,35-44 years old,22812.0
United States,Bachelor’s degree,8.0,25-34 years old,100000.0
United States,Less than a Bachelors,5.0,25-34 years old,120000.0
Australia,Post grad,24.0,45-54 years old,153662.0
Poland,Master’s degree,2.0,25-34 years old,18228.0
United States,Master’s degree,6.0,35-44 years old,185000.0
Australia,Post grad,10.0,35-44 years old,84180.0
United States,Post grad,13.0,45-54 years old,220000.0
United Kingdom,Less than a Bachelors,21.0,35-44 years old,34900.0
United States,Master’s degree,5.0,35-44 years old,75000.0
United States,Master’s degree,6.0,35-44 years old,160000.0
Canada,Less than a Bachelors,35.0,45-54 years old,75631.0
Canada,Bachelor’s degree,4.0,25-34 years old,49160.0
Brazil,Less than a Bachelors,12.0,25-34 years old,137436.0
United Kingdom,Less than a Bachelors,18.0,35-44 years old,129259.0
France,Master’s degree,1.0,25-34 years old,58373.0
United States,Bachelor’s degree,5.0,25-34 years old,106000.0
United States,Bachelor’s degree,30.0,45-54 years old,110000.0
India,Bachelor’s degree,2.0,18-24 years old,11169.0
United States,Bachelor’s degree,7.0,25-34 years old,120000.0
United Kingdom,Post grad,0.5,25-34 years old,42656.0
United States,Bachelor’s degree,25.0,45-54 years old,175000.0
Canada,Bachelor’s degree,28.0,45-54 years old,185297.0
United States,Bachelor’s degree,1.0,18-24 years old,124000.0
India,Bachelor’s degree,3.0,25-34 years old,17452.0
United States,Post grad,3.0,25-34 years old,103000.0
United States,Master’s degree,3.0,25-34 years old,145200.0
United States,Bachelor’s degree,3.0,25-34 years old,100000.0
United Kingdom,Master’s degree,6.0,25-34 years old,90482.0
United States,Bachelor’s degree,0.5,25-34 years old,55000.0
India,Bachelor’s degree,4.0,25-34 years old,13682.0
United Kingdom,Bachelor’s degree,13.0,35-44 years old,129259.0
India,Bachelor’s degree,2.0,18-24 years old,11169.0
United States,Bachelor’s degree,2.0,18-24 years old,120000.0
Brazil,Bachelor’s degree,2.0,25-34 years old,11544.0
United States,Bachelor’s degree,2.0,18-24 years old,72000.0
United States,Less than a Bachelors,1.0,25-34 years old,42000.0
United States,Bachelor’s degree,8.0,25-34 years old,165000.0
Brazil,Bachelor’s degree,6.0,25-34 years old,27492.0
India,Master’s degree,1.0,18-24 years old,20943.0
Netherlands,Master’s degree,3.0,25-34 years old,42804.0
India,Bachelor’s degree,3.0,25-34 years old,15651.0
United States,Master’s degree,10.0,35-44 years old,110000.0
United States,Master’s degree,5.0,25-34 years old,70000.0
United States,Post grad,10.0,35-44 years old,111000.0
Germany,Master’s degree,5.0,25-34 years old,194577.0
United States,Post grad,5.0,25-34 years old,130000.0
United States,Bachelor’s degree,21.0,35-44 years old,108000.0
Canada,Bachelor’s degree,2.0,18-24 years old,68068.0
France,Master’s degree,2.0,25-34 years old,26100.0
United States,Less than a Bachelors,5.0,25-34 years old,90000.0
Canada,Bachelor’s degree,3.0,18-24 years old,26450.0
Germany,Bachelor’s degree,2.0,25-34 years old,77831.0
France,Master’s degree,10.0,35-44 years old,64859.0
Poland,Less than a Bachelors,2.0,25-34 years old,57000.0
United States,Bachelor’s degree,39.0,45-54 years old,140000.0
Poland,Less than a Bachelors,7.0,25-34 years old,29916.0
Canada,Master’s degree,20.0,45-54 years old,121010.0
United States,Master’s degree,18.0,45-54 years old,125000.0
United States,Less than a Bachelors,27.0,35-44 years old,110000.0
United States,Bachelor’s degree,35.0,55-64 years old,200000.0
Australia,Bachelor’s degree,15.0,45-54 years old,78835.0
United States,Master’s degree,2.0,25-34 years old,120000.0
United States,Bachelor’s degree,20.0,35-44 years old,150000.0
Canada,Less than a Bachelors,25.0,45-54 years old,49160.0
United States,Bachelor’s degree,5.0,25-34 years old,105000.0
Australia,Bachelor’s degree,22.0,35-44 years old,47435.0
Australia,Less than a Bachelors,15.0,25-34 years old,167024.0
India,Master’s degree,8.0,25-34 years old,32112.0
India,Master’s degree,4.0,25-34 years old,16752.0
Australia,Post grad,12.0,35-44 years old,62402.0
India,Master’s degree,8.0,25-34 years old,15358.0
Australia,Master’s degree,5.0,25-34 years old,78835.0
India,Master’s degree,11.0,25-34 years old,50000.0
Spain,Master’s degree,16.0,35-44 years old,54049.0
United States,Bachelor’s degree,24.0,45-54 years old,132000.0
Germany,Post grad,8.0,35-44 years old,105396.0
Poland,Master’s degree,13.0,35-44 years old,30624.0
United Kingdom,Post grad,15.0,35-44 years old,96945.0
Netherlands,Less than a Bachelors,8.0,25-34 years old,41508.0
Italy,Bachelor’s degree,13.0,35-44 years old,24648.0
Spain,Post grad,7.0,35-44 years old,45401.0
Germany,Bachelor’s degree,2.0,18-24 years old,61616.0
United Kingdom,Bachelor’s degree,4.0,25-34 years old,55582.0
Brazil,Bachelor’s degree,8.0,25-34 years old,10992.0
Switzerland,Master’s degree,20.0,45-54 years old,152473.0
United States,Bachelor’s degree,21.0,45-54 years old,150000.0
Spain,Master’s degree,0.5,18-24 years old,24322.0
Germany,Master’s degree,6.0,25-34 years old,32450.0
Brazil,Bachelor’s degree,10.0,25-34 years old,23364.0
Poland,Bachelor’s degree,8.0,35-44 years old,60744.0
Germany,Master’s degree,26.0,45-54 years old,81074.0
United Kingdom,Bachelor’s degree,3.0,25-34 years old,34254.0
United States,Post grad,10.0,35-44 years old,250000.0
United States,Bachelor’s degree,3.0,25-34 years old,100000.0
India,Bachelor’s degree,0.5,18-24 years old,11867.0
United Kingdom,Bachelor’s degree,3.0,25-34 years old,94359.0
France,Master’s degree,8.0,25-34 years old,45401.0
Germany,Bachelor’s degree,2.0,18-24 years old,18156.0
France,Bachelor’s degree,14.0,35-44 years old,25944.0
United States,Master’s degree,35.0,55-64 years old,142000.0
Germany,Bachelor’s degree,4.0,18-24 years old,49296.0
United States,Master’s degree,13.0,45-54 years old,106000.0
United States,Master’s degree,5.0,25-34 years old,125000.0
Canada,Master’s degree,4.0,25-34 years old,72612.0
Brazil,Master’s degree,11.0,25-34 years old,24744.0
United States,Less than a Bachelors,25.0,35-44 years old,185000.0
Germany,Bachelor’s degree,2.0,18-24 years old,56211.0
Switzerland,Master’s degree,3.0,25-34 years old,99616.0
Poland,Master’s degree,15.0,35-44 years old,48600.0
